AT,PV,XT,AC,TOTAL_AT,TOTAL_PV,TOTAL_EV,TOTAL_AC,EV,Day1,Day2
0.579166666666667,100.909090909091,0.000040218344834819,110,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,100.909090936184,41226.3333333333,41243.7083333333
1.61111111111337,107.727272727273,0.0000429358004689882,110,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,107.727272510529,41243.7083333333,41274.6666666667
2.64444444444671,21317.5739397321,0.0258347852191183,44302.34375,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,64820.2878984669,41274.6666666667,41305.6666666667
3.57777777778004,108353.05,0.0538243371264512,135046.953125,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,135046.953125,41305.6666666667,41333.6666666667
4.61111111111338,231297.22265625,0.12703069565631,331829.904296875,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,318724.006975336,41333.6666666667,41364.6666666667
5.61111111111338,351452.552612305,0.167512483993731,420294.0859375,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,420294.0859375,41364.6666666667,41394.6666666667
6.64444444444671,420293.6734375,0.206987574386918,519338.328125,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,519338.328125,41394.6666666667,41425.6666666667
7.64444444444671,469867.10703125,0.233146940977172,630470.1484375,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,584973.000882681,41425.6666666667,41455.6666666667
8.66805555555669,506970.997851563,0.361836248077714,1042363.00830078,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,907858.51608868,41455.6666666667,41486.375
9.71111111111338,527151.744791667,0.580155610269045,1604691.26977539,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,1455628.65588374,41486.375,41517.6666666667
10.7111111111134,782064.722544643,0.728598259814589,1869633.52172852,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,1828075.92797613,41517.6666666667,41547.6666666667
11.7444444444467,1060652.41956845,0.783667283523946,1966210.69140625,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,1966245.83884833,41547.6666666667,41578.6666666667
12.7444444444467,1663873.85226935,0.906227500504074,2297905.67895508,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,2273753.27435321,41578.6666666667,41608.6666666667
14.7111111111134,2101911.26932983,1,2509031.42071289,14.7111111111134,2101911.26932983,2509031.42211914,2509031.42071289,2509031.42211914,41608.6666666667,41667.6666666667
