AT,PV,XT,AC,TOTAL_AT,TOTAL_PV,TOTAL_EV,TOTAL_AC,EV,Day1,Day2
1.54583333333333,335591.040527344,0.0337760878173686,515899.642089844,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,521532.04226601,38791.3333333333,38837.7083333333
2.57916666666667,785117.919921876,0.0662772507788846,1019680.84716797,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,1023378.14081338,38837.7083333333,38868.7083333333
3.57916666666667,1550157.60644531,0.110653283070237,1695132.38775635,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,1708582.50414021,38868.7083333333,38898.7083333333
5.64583333333333,2194453.37597657,0.154965505698298,2384409.69140625,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,2392801.5910137,38898.7083333333,38960.7083333333
6.64583333333333,2652903.45019532,0.19701707794547,3022387.87548828,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,3042114.27853243,38960.7083333333,38990.7083333333
7.67916666666667,3908923.77441407,0.240234350978377,3738623.49902344,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,3709426.39555119,38990.7083333333,39021.7083333333
8.67916666666667,5133728.74414063,0.270544457082196,4212580.39282227,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,4177440.67900221,39021.7083333333,39051.7083333333
9.7125,6086409.88330079,0.361511260681641,5643738.28723145,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,5582046.89379401,39051.7083333333,39082.7083333333
10.7458333333333,7304968.78601075,0.442620263050634,6894675.77893067,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,6834440.12181928,39082.7083333333,39113.7083333333
11.6791666666667,8327449.04333497,0.490534725442988,7665293.11001587,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,7574280.90979569,39113.7083333333,39141.7083333333
12.7125,10071796.8190003,0.597449703794362,8788952.1462555,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,9225140.75211719,39141.7083333333,39172.7083333333
13.7125,11422569.3877564,0.644999387183111,9715403.24501038,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,9959349.03641955,39172.7083333333,39202.7083333333
14.7458333333333,12782984.1784363,0.72940076063107,11552951.9301148,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,11262579.3247342,39202.7083333333,39233.7083333333
15.7458333333333,13585278.9816589,0.781837068420466,12407618.2009888,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,12072241.3210602,39233.7083333333,39263.7083333333
16.7791666666667,14234388.1115418,0.798859833871268,12724860.7990112,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,12335087.5594575,39263.7083333333,39294.7083333333
17.8125,14907850.8407898,0.868470870356091,14001456.0536499,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,13409942.2382612,39294.7083333333,39325.7083333333
18.8125,15335575.8858948,0.932422270233267,14936088.7013855,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,14397407.2272219,39325.7083333333,39355.7083333333
19.8458333333333,15440865.889679,1,16338027.197464,19.8458333333333,15440865.889679,15440865.889679,16338027.197464,15440865.889679,39355.7083333333,39386.7083333333
