"AT","PV","XT","AC","TOTAL_AT","TOTAL_PV","TOTAL_EV","TOTAL_AC","EV","Day1","Day2"
"0.9125","5262.4","0.029112725730949","5262.4","20.75","180759.44","180759.44","191065.05999634","5262.4","40179.333333333","40206.708333333"
"1.8458333333333","5262.4","0.029112725730949","5262.4","20.75","180759.44","180759.44","191065.05999634","5262.4","40206.708333333","40234.708333333"
"2.7791666666667","9434.4","0.052193124740816","10155.84","20.75","180759.44","180759.44","191065.05999634","9434.4","40234.708333333","40262.708333333"
"3.7125","10935.84","0.060499412921394","11657.28","20.75","180759.44","180759.44","191065.05999634","10935.84","40262.708333333","40290.708333333"
"4.6458333333333","16871.52","0.093336868049602","17592.96","20.75","180759.44","180759.44","191065.05999634","16871.52","40290.708333333","40318.708333333"
"5.5791666666667","38350.84","0.097490012139892","18593.92","20.75","180759.44","180759.44","191065.05999634","17622.24","40318.708333333","40346.708333333"
"6.5125","43183.48","0.12422521335539","23426.56","20.75","180759.44","180759.44","191065.05999634","22454.88","40346.708333333","40374.708333333"
"7.4458333333333","43433.72","0.12560959471882","23927.04","20.75","180759.44","180759.44","191065.05999634","22705.12","40374.708333333","40402.708333333"
"8.3791666666667","43433.72","0.12560959471882","23927.04","20.75","180759.44","180759.44","191065.05999634","22705.12","40402.708333333","40430.708333333"
"9.3125","44684.92","0.13253150153596","25178.24","20.75","180759.44","180759.44","191065.05999634","23956.32","40430.708333333","40458.708333333"
"10.245833333333","44684.92","0.13530026426282","25678.72","20.75","180759.44","180759.44","191065.05999634","24456.8","40458.708333333","40486.708333333"
"11.179166666667","46548.84","0.15451585820359","29152.12","20.75","180759.44","180759.44","191065.05999634","27930.2","40486.708333333","40514.708333333"
"12.1125","102422.84","0.15728462093045","29652.6","20.75","180759.44","180759.44","191065.05999634","28430.68","40514.708333333","40542.708333333"
"13.045833333333","122169.08","0.65565925630219","124272.28","20.75","180759.44","180759.44","191065.05999634","118516.6","40542.708333333","40570.708333333"
"13.979166666667","127255.16","0.65565925630219","124272.28","20.75","180759.44","180759.44","191065.05999634","118516.6","40570.708333333","40598.708333333"
"14.9125","170569.08","0.67410410253069","128867.16","20.75","180759.44","180759.44","191065.05999634","121850.68007515","40598.708333333","40626.708333333"
"15.845833333333","170569.08","0.6834523434921","131385.56","20.75","180759.44","180759.44","191065.05999634","123540.46287632","40626.708333333","40654.708333333"
"16.779166666667","170569.08","0.9347466444906","176988.12","20.75","180759.44","180759.44","191065.05999634","168964.28","40654.708333333","40682.708333333"
"17.7125","170569.08","0.94362474236477","178592.92","20.75","180759.44","180759.44","191065.05999634","170569.08","40682.708333333","40710.708333333"
"18.645833333333","180759.44","0.94362474236477","178592.92","20.75","180759.44","180759.44","191065.05999634","170569.08","40710.708333333","40738.708333333"
"19.579166666667","180759.44","0.94362474236477","178592.92","20.75","180759.44","180759.44","191065.05999634","170569.08","40738.708333333","40766.708333333"
"20.5125","180759.44","0.95293103364339","181673.06","20.75","180759.44","180759.44","191065.05999634","172251.28","40766.708333333","40794.708333333"
"20.75","180759.44","1","191065.05999634","20.75","180759.44","180759.44","191065.05999634","180759.44","40794.708333333","40801.833333333"
