AT,PV,XT,AC,TOTAL_AT,TOTAL_PV,TOTAL_EV,TOTAL_AC
0.933333333,12375,0.015989198,6000,34.53333333,375253.343,375253.343,438741.66
2.1,44791.664,0.037752266,19791.664,34.53333333,375253.343,375253.343,438741.66
3.033333333,64479.996,0.078613546,46499.996,34.53333333,375253.343,375253.343,438741.66
4.2,94963.516,0.12658114,72499.996,34.53333333,375253.343,375253.343,438741.66
5.133333333,113121.242,0.17183057,89479.996,34.53333333,375253.343,375253.343,438741.66
6.066666667,133772.351,0.238941413,115366.812,34.53333333,375253.343,375253.343,438741.66
7,153003.234,0.305796127,145024.538,34.53333333,375253.343,375253.343,438741.66
8.166666667,170770.494,0.358171693,168735.206,34.53333333,375253.343,375253.343,438741.66
9.1,179028.586,0.387879914,189944.03,34.53333333,375253.343,375253.343,438741.66
10.03333333,188120.01,0.409198845,202694.03,34.53333333,375253.343,375253.343,438741.66
11.2,195838.446,0.418977742,208830.142,34.53333333,375253.343,375253.343,438741.66
12.13333333,205013.202,0.428113583,213541.258,34.53333333,375253.343,375253.343,438741.66
13.3,219926.659,0.442127597,229305.158,34.53333333,375253.343,375253.343,438741.66
14.23333333,223834.743,0.454611887,243346.278,34.53333333,375253.343,375253.343,438741.66
15.16666667,227256.715,0.471076114,250390.726,34.53333333,375253.343,375253.343,438741.66
16.33333333,229582.569,0.482495917,257571.29,34.53333333,375253.343,375253.343,438741.66
17.26666667,242244.359,0.491187614,263115.738,34.53333333,375253.343,375253.343,438741.66
18.2,254985.782,0.505705352,270008.362,34.53333333,375253.343,375253.343,438741.66
19.36666667,266389.519,0.558599757,283457.908,34.53333333,375253.343,375253.343,438741.66
20.3,273167.295,0.560235361,283977.106,34.53333333,375253.343,375253.343,438741.66
21.23333333,276695.071,0.572079221,288421.554,34.53333333,375253.343,375253.343,438741.66
22.4,292125.255,0.610059846,302104.462,34.53333333,375253.343,375253.343,438741.66
23.33333333,298554.879,0.662421787,318715.179,34.53333333,375253.343,375253.343,438741.66
24.26666667,301666.639,0.708168738,334226.688,34.53333333,375253.343,375253.343,438741.66
25.43333333,304731.339,0.76513167,352393.166,34.53333333,375253.343,375253.343,438741.66
26.36666667,305893.099,0.801267168,363946.349,34.53333333,375253.343,375253.343,438741.66
27.53333333,313619.567,0.832295186,375668.998,34.53333333,375253.343,375253.343,438741.66
28.46666667,322903.943,0.858906558,385731.15,34.53333333,375253.343,375253.343,438741.66
29.4,332041.447,0.884846072,395529.764,34.53333333,375253.343,375253.343,438741.66
30.33333333,341178.951,0.909196299,404667.268,34.53333333,375253.343,375253.343,438741.66
31.5,352600.834,0.939634092,416089.152,34.53333333,375253.343,375253.343,438741.66
32.43333333,363738.338,0.969314052,427226.656,34.53333333,375253.343,375253.343,438741.66
33.36666667,371875.842,0.990999412,435364.159,34.53333333,375253.343,375253.343,438741.66
34.53333333,375253.343,1,438741.66,34.53333333,375253.343,375253.343,438741.66
