"AT","PV","XT","AC","TOTAL_AT","TOTAL_PV","TOTAL_EV","TOTAL_AC"
"7.67","247150.08046784","0.336177","248029.58923977","15.4","734602.11","734602.11","748555.7982"
"8.967","345326.251","0.429949","320253.362","15.4","734602.11","734602.11","748555.7982"
"9.5","357340.24","0.446303","333769.97","15.4","734602.11","734602.11","748555.7982"
"9.633","357340.24","0.454331","340830.07","15.4","734602.11","734602.11","748555.7982"
"10.033","379167.30488889","0.515727","392076.74348","15.4","734602.11","734602.11","748555.7982"
"11.5","462015.39044444","0.637922","481955.60493","15.4","734602.11","734602.11","748555.7982"
"11.967","505727.74466667","0.70875","532556.77983","15.4","734602.11","734602.11","748555.7982"
"14.567","633402.18763198","0.939662","702158.1618","15.4","734602.11","734602.11","748555.7982"
"15.4","734602.11","1","748555.7982","15.4","734602.11","734602.11","748555.7982"
