AT,PV,XT,AC,TOTAL_AT,TOTAL_PV,TOTAL_EV,TOTAL_AC
0.2667,31498.18,0.1765,32541.39,1.7,185472.45,185472.45,185113.1
0.5,52845.68,0.2868,52960.45,1.7,185472.45,185472.45,185113.1
0.7667,73821.87,0.3991,73627.89,1.7,185472.45,185472.45,185113.1
1,84425.73,0.4552,84026.95,1.7,185472.45,185472.45,185113.1
1.2333,114844.26,0.6192,114487.33,1.7,185472.45,185472.45,185113.1
1.4667,155339.57,0.8375,154973.02,1.7,185472.45,185472.45,185113.1
1.7,185472.45,1,185113.1,1.7,185472.45,185472.45,185113.1
