"AT","PV","XT","AC","TOTAL_AT","TOTAL_PV","TOTAL_EV","TOTAL_AC","EV","Day1","Day2"
"0.23333333333333","53725","0.15970088922242","54635","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","53725","40910.333333333","40917.333333333"
"0.46666666666667","60975","0.18403873995315","62635","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","61912.5","40917.333333333","40924.333333333"
"0.7","69157","0.21114701839455","71356.5","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","71032","40924.333333333","40931.333333333"
"0.93333333333333","72907","0.22508090240069","75106.5","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","75719.5","40931.333333333","40938.333333333"
"1.1666666666667","76657","0.26559995345938","87800.020019531","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","89350.520019531","40938.333333333","40945.333333333"
"1.4","94159.520019531","0.31023297070786","103200.02001953","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","104365.52001953","40945.333333333","40952.333333333"
"1.6333333333333","99500.520019531","0.3701895446607","123370.02001953","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","124535.52001953","40952.333333333","40959.333333333"
"1.8666666666667","118901.52001953","0.42938514276168","143342.02001953","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","144449.52001953","40959.333333333","40966.333333333"
"2.1","137860.52001953","0.47993911733915","160454.31014252","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","161456.39015907","40966.333333333","40973.333333333"
"2.3333333333333","161456.39013672","0.49999585471487","168154.31018829","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","168203.68017578","40973.333333333","40980.333333333"
"2.5666666666667","213658.46923828","0.63511302982327","216154.30921173","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","213658.46923828","40980.333333333","40987.333333333"
"2.8","224450.76922607","0.65641827284559","224444.60919952","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","220825.76922607","40987.333333333","40994.333333333"
"3.0333333333333","236714.26916504","0.69100551689957","237952.3091383","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","232461.26916504","40994.333333333","41001.333333333"
"3.2666666666667","247056.86926269","0.71163509663347","245850.3091383","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","239401.26916504","41001.333333333","41008.333333333"
"3.5","252725.91928101","0.71163509663347","245850.3091383","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","239401.26916504","41008.333333333","41015.333333333"
"3.7333333333333","252725.91928101","0.73439184196855","253850.30922985","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","247056.86926269","41015.333333333","41022.333333333"
"3.9666666666667","258506.91928101","0.76468834175307","265056.00924206","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","257248.91928101","41022.333333333","41029.333333333"
"4.2","267857.91928101","0.76853186431733","267256.00924206","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","258541.91928101","41029.333333333","41036.333333333"
"4.4333333333333","277502.62924194","0.7852109092578","274066.00924206","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","264152.91928101","41036.333333333","41043.333333333"
"4.6666666666667","288955.62924194","0.7955881229251","277557.00924206","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","267643.91928101","41043.333333333","41050.333333333"
"4.9","295558.25924683","0.81112867678259","283007.00924206","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","272871.91932571","41050.333333333","41057.333333333"
"5.1333333333333","301706.25924683","0.82214201870105","287407.00924206","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","276576.91932571","41057.333333333","41064.333333333"
"5.3666666666667","313982.75924683","0.83843055819644","292886.63924694","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","282056.54933059","41064.333333333","41071.333333333"
"5.6","328910.14938354","0.85670586888865","299886.63924694","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","288204.54933059","41071.333333333","41078.333333333"
"5.8333333333333","336410.14938354","0.87743948815691","307031.63924694","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","295179.54928589","41078.333333333","41085.333333333"
"6.0666666666667","336410.14938354","0.90724388026094","317058.13924694","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","305206.04928589","41085.333333333","41092.333333333"
"6.3","336410.14938354","0.94653273634464","334261.30916882","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","318423.21923012","41092.333333333","41099.333333333"
"6.5333333333333","336410.14938354","1","350511.30941296","6.5333333333333","336410.14938354","336410.14938354","350511.30941296","336410.14938354","41099.333333333","41106.333333333"
