AT,PV,XT,AC,TOTAL_AT,TOTAL_PV,TOTAL_EV,TOTAL_AC
0.152777778,475,0.392561983,745,0.519444444,1210,1210,1780
0.386111111,1025,0.847107438,1595,0.519444444,1210,1210,1780
0.519444444,1210,1,1780,0.519444444,1210,1210,1780
